# Reference flux 14214.6936817
# Magnitude zero point 29.7465228468
# mag = zpt - 2.5 * log10(flux)
4270.04027 50.0578 330.284630016 B7792-gb5-R-7
4270.0474 -88.9375 370.90603836 B7793-gb5-R-7
4270.05453 -44.7867 337.942610154 B7794-gb5-R-7
4270.06166 199.738 285.464349508 B7795-gb5-R-7
4270.07006 43.5415 265.681162968 B7796-gb5-R-7
4270.0772 226.377 293.518241256 B7797-gb5-R-7
4270.08433 -15.1596 311.907822344 B7798-gb5-R-7
4270.09404 331.934 255.74900626 B7799-gb5-R-7
4270.10117 334.847 296.702123081 B7800-gb5-R-7
4270.1083 57.0623 312.360171601 B7801-gb5-R-7
4270.11543 -158.81 410.39069321 B7802-gb5-R-7
4270.12255 375.574 355.36957781 B7803-gb5-R-7
4270.12968 109.737 401.591457219 B7804-gb5-R-7
4270.13681 203.725 533.29956618 B7805-gb5-R-7
4275.87779 428.733 500.439089844 B7857-gb5-R-7
4275.88541 -27.0213 491.59573229 B7858-gb5-R-7
4275.90038 115.47 481.723907292 B7860-gb5-R-7
4275.95948 452.985 550.676845587 B7861-gb5-R-7
4275.9678 469.811 442.670351022 B7862-gb5-R-7
4275.98325 -17.3661 565.712831465 B7865-gb5-R-7
4275.99142 10.4438 546.344582658 B7866-gb5-R-7
4276.0105 -4.90228 503.5735628 B7869-gb5-R-7
4276.05095 226.576 579.61643866 B7873-gb5-R-7
4276.06284 -591.989 545.112228606 B7875-gb5-R-7
4276.08443 86.1538 546.44561336 B7877-gb5-R-7
4276.98929 248.622 593.462642976 B7914-gb5-R-7
4276.99881 347.762 490.101356262 B7915-gb5-R-7
4277.04662 146.7 529.764742555 B7920-gb5-R-7
4277.05492 101.794 453.946635471 B7921-gb5-R-7
4277.06442 277.54 490.56662409 B7922-gb5-R-7
4277.07273 26.4158 468.150247766 B7923-gb5-R-7
4277.08478 736.22 475.33305168 B7924-gb5-R-7
4277.09428 -9.19828 574.55793192 B7925-gb5-R-7
4277.13944 327.823 535.40528683 B7930-gb5-R-7
4277.14774 25.944 575.947875582 B7931-gb5-R-7
4277.16555 199.653 486.037327314 B7933-gb5-R-7
4277.17505 550.563 598.807367268 B7934-gb5-R-7
4277.20238 367.033 549.83326132 B7937-gb5-R-7
4277.22021 198.76 595.797176296 B7939-gb5-R-7
4277.82639 139.005 584.402160086 B7951-gb5-R-7
4277.83473 710.195 587.305197648 B7952-gb5-R-7
4277.84187 397.877 576.104951538 B7953-gb5-R-7
4277.85849 -241.439 498.101256432 B7955-gb5-R-7
4277.86681 88.0247 425.72038643 B7956-gb5-R-7
4277.87514 -397.327 414.726794552 B7957-gb5-R-7
4277.88228 234.739 387.197798451 B7958-gb5-R-7
4277.8906 48.207 379.11008335 B7959-gb5-R-7
4277.89891 40.2797 395.557764842 B7960-gb5-R-7
4277.90723 117.04 374.575417475 B7961-gb5-R-7
4277.91555 -98.8151 391.68923262 B7962-gb5-R-7
4277.92458 -50.9404 389.797990695 B7963-gb5-R-7
4277.93409 148.675 373.18527249 B7965-gb5-R-7
4277.9424 35.2418 424.994382316 B7966-gb5-R-7
4277.95485 171.824 383.774741958 B7967-gb5-R-7
4277.96316 55.3671 316.192558891 B7968-gb5-R-7
4277.97149 104.051 327.464498485 B7969-gb5-R-7
4277.97861 183.442 306.02702574 B7970-gb5-R-7
4277.98693 266.699 348.627117488 B7971-gb5-R-7
4277.99525 322.786 282.981463509 B7972-gb5-R-7
4278.00357 55.0337 341.128331544 B7973-gb5-R-7
4278.01189 540.078 373.94972054 B7974-gb5-R-7
4278.01902 -285.723 392.114546832 B7975-gb5-R-7
4278.02734 119.772 375.59956944 B7976-gb5-R-7
4278.03568 482.177 385.72219266 B7977-gb5-R-7
4278.04524 -292.025 399.96304605 B7978-gb5-R-7
4278.05356 377.255 315.665143912 B7979-gb5-R-7
4278.06068 435.044 386.3153472 B7980-gb5-R-7
4278.069 406.042 310.73869944 B7981-gb5-R-7
4278.07733 224.382 269.2828371 B7982-gb5-R-7
4278.08819 20.5525 301.035290122 B7983-gb5-R-7
4278.09651 503.77 490.55638725 B7984-gb5-R-7
4278.10365 -207.011 269.637480077 B7985-gb5-R-7
4278.11197 -135.541 586.19555636 B7986-gb5-R-7
4278.12029 1.14763 403.22606918 B7987-gb5-R-7
4278.12861 338.177 478.68236625 B7988-gb5-R-7
4278.13693 433.302 343.8052049 B7989-gb5-R-7
4278.14406 22.0911 372.983677086 B7990-gb5-R-7
4278.15237 -187.436 331.10125545 B7991-gb5-R-7
4278.16068 672.977 388.741168386 B7992-gb5-R-7
4278.169 -26.6133 374.858013796 B7993-gb5-R-7
4278.1773 20.2018 584.03759601 B7994-gb5-R-7
4278.18443 -159.49 465.99045075 B7995-gb5-R-7
4278.19274 -329.081 388.6691832 B7996-gb5-R-7
4278.20107 -5.35605 366.07507168 B7997-gb5-R-7
4278.20938 89.0656 352.753277025 B7998-gb5-R-7
4278.21769 556.249 389.981770748 B7999-gb5-R-7
4278.22482 148.605 478.0636169 B8000-gb5-R-7
4278.23313 47.1364 467.983445046 B8001-gb5-R-7
4278.24145 283.35 495.696179874 B8002-gb5-R-7
4278.24976 345.125 539.157978736 B8003-gb5-R-7
4278.25808 864.744 506.990392086 B8004-gb5-R-7
4278.2652 -3.81725 530.738050176 B8005-gb5-R-7
4278.81936 10.807 596.32375798 B8008-gb5-R-7
4278.82768 -283.453 513.866384108 B8009-gb5-R-7
4278.836 261.69 597.8870211 B8010-gb5-R-7
4278.85814 16.1941 479.396438024 B8012-gb5-R-7
4278.86716 439.433 561.984227967 B8013-gb5-R-7
4278.87547 26.8927 500.782929605 B8014-gb5-R-7
4278.88379 242.044 504.08373514 B8015-gb5-R-7
4278.8921 -287.684 519.323811677 B8016-gb5-R-7
4278.90176 575.0 528.624628794 B8017-gb5-R-7
4278.90889 -285.205 511.455231694 B8018-gb5-R-7
4278.91601 602.216 540.197564415 B8019-gb5-R-7
4278.92314 530.983 519.803824644 B8020-gb5-R-7
4278.93026 233.563 531.72029016 B8021-gb5-R-7
4278.93739 263.664 505.017548376 B8022-gb5-R-7
4278.94522 492.512 499.683915126 B8023-gb5-R-7
4278.95234 426.734 514.253767873 B8024-gb5-R-7
4278.95948 583.62 429.677184838 B8025-gb5-R-7
4278.96661 237.314 412.135333176 B8026-gb5-R-7
4278.97374 288.213 433.109742832 B8027-gb5-R-7
4278.98087 -15.3595 390.023264592 B8028-gb5-R-7
4278.98801 692.346 532.31244651 B8029-gb5-R-7
4278.99513 73.6983 362.174661724 B8030-gb5-R-7
4279.00227 876.474 210.776037888 B8031-gb5-R-7
4279.0094 376.998 406.81735736 B8032-gb5-R-7
4279.01654 262.49 309.027885805 B8033-gb5-R-7
4279.02366 -91.4386 350.906086216 B8034-gb5-R-7
4279.03078 -149.997 396.6724259 B8035-gb5-R-7
4279.03791 -41.0829 389.365187168 B8036-gb5-R-7
4279.04626 288.312 329.274836445 B8037-gb5-R-7
4279.05339 722.505 329.53429411 B8038-gb5-R-7
4279.06052 387.861 329.088284346 B8039-gb5-R-7
4279.06766 345.115 377.8326772 B8040-gb5-R-7
4279.07739 283.544 387.901125418 B8041-gb5-R-7
4279.08451 355.544 318.5299447 B8042-gb5-R-7
4279.09164 130.502 350.196749084 B8043-gb5-R-7
4279.09878 -100.903 480.73347298 B8044-gb5-R-7
4279.10591 -148.98 557.43424495 B8045-gb5-R-7
4279.11303 1293.24 579.279314124 B8046-gb5-R-7
4279.12016 -457.546 540.69879204 B8047-gb5-R-7
4279.12729 -4411.63 568.3647852 B8048-gb5-R-7
4279.13442 274.797 583.23299916 B8049-gb5-R-7
4279.14868 197.852 418.77945911 B8051-gb5-R-7
4279.15581 337.456 408.279974391 B8052-gb5-R-7
4279.16294 824.854 427.388189129 B8053-gb5-R-7
4279.17007 -677.914 424.784796808 B8054-gb5-R-7
4279.1772 299.642 461.802633006 B8055-gb5-R-7
4283.11608 261.555 560.21830258 B8061-gb5-R-7
4283.12182 -238.213 479.676117237 B8062-gb5-R-7
4283.12755 50.6143 379.820051325 B8063-gb5-R-7
4283.13328 33.391 463.72420478 B8064-gb5-R-7
4283.13903 770.9 439.26820575 B8065-gb5-R-7
4283.14476 1527.1 486.23582656 B8066-gb5-R-7
4283.14978 218.641 514.48629375 B8067-gb5-R-7
4283.16125 1168.8 422.10975128 B8069-gb5-R-7
4287.9052 -140.487 561.317237448 B8105-gb5-R-7
4287.91233 -157.167 507.586167676 B8106-gb5-R-7
4287.91945 -170.542 489.64715092 B8107-gb5-R-7
4287.92657 166.253 566.799692879 B8108-gb5-R-7
4287.9337 878.753 555.44653203 B8109-gb5-R-7
4287.94083 210.547 528.583583528 B8110-gb5-R-7
4287.94795 143.447 518.266987808 B8111-gb5-R-7
4287.95508 247.849 501.251937822 B8112-gb5-R-7
4287.9622 -342.241 445.155728763 B8113-gb5-R-7
4287.96933 481.036 476.03450955 B8114-gb5-R-7
4287.97645 111.985 501.953681889 B8115-gb5-R-7
4287.98358 971.893 574.23319747 B8116-gb5-R-7
4288.01335 261.911 518.995507901 B8120-gb5-R-7
4288.02048 186.754 547.619150442 B8121-gb5-R-7
4288.03475 598.423 565.205809792 B8123-gb5-R-7
4288.04189 143.337 505.205723094 B8124-gb5-R-7
4288.05163 -233.775 518.07421125 B8125-gb5-R-7
4288.12493 -472.955 511.037173612 B8129-gb5-R-7
4288.13204 -242.54 489.087668341 B8130-gb5-R-7
4288.13917 355.932 521.91101655 B8131-gb5-R-7
4288.14628 709.356 519.854237766 B8132-gb5-R-7
4288.15341 644.187 569.842878064 B8133-gb5-R-7
4288.16193 566.564 516.375606747 B8134-gb5-R-7
4288.16906 -36.9158 429.311079286 B8135-gb5-R-7
4288.17619 190.923 451.23902978 B8136-gb5-R-7
4288.18332 490.39 501.261686673 B8137-gb5-R-7
4288.19045 956.326 575.807412098 B8138-gb5-R-7
4288.21897 189.694 582.402719552 B8142-gb5-R-7
4288.22609 -447.957 578.668623108 B8143-gb5-R-7
4288.80042 597.403 580.190529957 B8152-gb5-R-7
4288.80824 273.196 598.505407716 B8153-gb5-R-7
4288.81189 577.865 577.271678256 B8155-gb5-R-7
4288.82778 -91.5277 576.9622851 B8158-gb5-R-7
4288.83491 -238.745 553.33529199 B8159-gb5-R-7
4288.84699 209.087 508.547715635 B8161-gb5-R-7
4288.85677 1064.2 513.884872492 B8163-gb5-R-7
4288.86486 -37.0575 409.184565556 B8165-gb5-R-7
4288.87294 -123.795 508.332755016 B8167-gb5-R-7
4288.88102 641.823 527.309087173 B8169-gb5-R-7
4288.89017 645.02 525.120431106 B8171-gb5-R-7
4288.89873 286.036 490.332590478 B8173-gb5-R-7
4288.90753 120.847 471.04005585 B8175-gb5-R-7
4288.91562 376.878 441.058951266 B8177-gb5-R-7
4288.9237 411.271 540.41305032 B8179-gb5-R-7
4289.12584 -37.6353 393.871362021 B8380-gb5-R-7
4289.13679 382.01 409.62120488 B8384-gb5-R-7
4289.14965 87.1762 404.789873656 B8390-gb5-R-7
4289.16251 394.357 420.60540924 B8396-gb5-R-7
4289.17538 283.9 452.884069854 B8402-gb5-R-7
4289.18825 -12.7826 466.601803062 B8408-gb5-R-7
4289.19921 242.564 463.434614962 B8413-gb5-R-7
4289.21209 -335.243 491.139163788 B8419-gb5-R-7
4289.22496 451.358 522.075650592 B8425-gb5-R-7
4289.80145 255.722 509.958984312 B8435-gb5-R-7
4289.80858 715.322 567.748604864 B8436-gb5-R-7
4289.8157 374.705 537.987096752 B8437-gb5-R-7
4289.82283 48.678 464.533840782 B8438-gb5-R-7
4289.82996 468.889 444.895866432 B8439-gb5-R-7
4289.83709 460.637 431.21920212 B8440-gb5-R-7
4289.84421 562.986 523.84488156 B8441-gb5-R-7
4289.85133 390.334 460.905762184 B8442-gb5-R-7
4289.85847 108.043 510.534976576 B8443-gb5-R-7
4289.86561 174.61 525.31882912 B8444-gb5-R-7
4289.87517 -49.0624 509.265966825 B8445-gb5-R-7
4289.88229 447.023 411.551056098 B8446-gb5-R-7
4289.88941 205.16 470.765498794 B8447-gb5-R-7
4289.89654 159.365 379.163099395 B8448-gb5-R-7
4289.90367 219.3 367.610663797 B8449-gb5-R-7
4289.91175 319.081 353.982993032 B8450-gb5-R-7
4289.91887 71.3504 385.40543262 B8451-gb5-R-7
4289.92599 681.001 376.344055557 B8452-gb5-R-7
4289.93312 484.783 325.757927181 B8453-gb5-R-7
4289.94025 675.062 320.992046168 B8454-gb5-R-7
4289.94834 418.252 290.159256591 B8455-gb5-R-7
4289.95547 811.881 283.336286653 B8456-gb5-R-7
4289.9626 343.681 306.57177273 B8457-gb5-R-7
4289.96973 586.129 282.604605089 B8458-gb5-R-7
4289.97687 433.584 363.950205241 B8459-gb5-R-7
4289.98496 387.428 394.27101981 B8460-gb5-R-7
4289.99208 56.8453 511.939804142 B8461-gb5-R-7
4289.99921 59.8551 373.632033876 B8462-gb5-R-7
4290.00633 923.458 506.490487646 B8463-gb5-R-7
4290.02282 657.267 501.151108623 B8465-gb5-R-7
4290.03255 840.458 463.309250061 B8466-gb5-R-7
4290.03967 450.712 474.906521332 B8467-gb5-R-7
4290.0468 309.054 504.420049 B8468-gb5-R-7
4290.05392 257.022 465.53648742 B8469-gb5-R-7
4290.06201 382.092 440.950884825 B8470-gb5-R-7
4290.06914 341.028 352.03557023 B8471-gb5-R-7
4290.07625 522.43 542.762420747 B8472-gb5-R-7
4290.09052 411.551 488.49885336 B8474-gb5-R-7
4290.0986 238.23 414.174587067 B8475-gb5-R-7
4290.10573 512.052 459.852187324 B8476-gb5-R-7
4290.11286 -241.707 530.599415524 B8477-gb5-R-7
4290.11998 175.801 510.664594041 B8478-gb5-R-7
4290.12711 665.045 452.068842566 B8479-gb5-R-7
4290.1352 310.803 515.354941066 B8480-gb5-R-7
4290.14233 -33.406 507.367483062 B8481-gb5-R-7
4290.14947 696.972 522.434750541 B8482-gb5-R-7
4290.1566 -600.163 579.736707968 B8483-gb5-R-7
4290.16373 231.298 566.714691372 B8484-gb5-R-7
4290.17894 -43.4965 577.969689738 B8486-gb5-R-7
4291.78402 795.491 563.24898327 B8500-gb5-R-7
4291.79828 1025.15 559.906757144 B8502-gb5-R-7
4291.80541 957.632 587.751667624 B8503-gb5-R-7
4291.81253 822.01 573.814071856 B8504-gb5-R-7
4291.82114 1373.7 585.08402601 B8505-gb5-R-7
4291.82827 877.147 502.699373022 B8506-gb5-R-7
4291.83697 623.795 590.074552192 B8507-gb5-R-7
4291.84435 881.202 553.155448956 B8508-gb5-R-7
4291.85148 1197.69 553.4372317 B8509-gb5-R-7
4291.85979 1140.61 532.855460065 B8510-gb5-R-7
4291.86692 287.428 551.453777937 B8511-gb5-R-7
4291.87524 257.404 483.958505296 B8512-gb5-R-7
4291.88415 825.356 523.026747552 B8513-gb5-R-7
4291.89128 840.247 486.33051029 B8514-gb5-R-7
4291.95529 937.247 525.811935775 B8516-gb5-R-7
4291.96242 1459.22 467.666065704 B8517-gb5-R-7
4291.97073 2150.61 515.42361738 B8518-gb5-R-7
4292.78329 1595.02 446.4144218 B8527-gb5-R-7
4292.79042 1912.87 480.085878798 B8528-gb5-R-7
4292.79755 1466.13 477.815152848 B8529-gb5-R-7
4292.80468 1407.56 500.076533355 B8530-gb5-R-7
4292.81183 1749.94 504.825086397 B8531-gb5-R-7
4292.81895 2164.79 433.430960796 B8532-gb5-R-7
4292.82607 2237.31 482.10302844 B8533-gb5-R-7
4292.83321 1801.59 375.747575595 B8534-gb5-R-7
4292.84033 1940.77 466.09261216 B8535-gb5-R-7
4292.84747 2121.27 389.079763326 B8536-gb5-R-7
4292.8546 1460.77 372.605250512 B8537-gb5-R-7
4292.86173 1727.48 523.01785887 B8538-gb5-R-7
4292.86886 1757.14 341.083440384 B8539-gb5-R-7
4292.87599 1939.15 406.0843408 B8540-gb5-R-7
4292.88312 1531.76 521.38667655 B8541-gb5-R-7
4292.89025 2027.42 433.98383263 B8542-gb5-R-7
4292.89738 1616.75 337.911058296 B8543-gb5-R-7
4292.9045 1719.74 325.630573542 B8544-gb5-R-7
4292.91163 1864.09 476.95438332 B8545-gb5-R-7
4292.91876 2051.01 292.66867202 B8546-gb5-R-7
4292.92588 1749.49 297.828138062 B8547-gb5-R-7
4292.93301 1982.08 308.875877563 B8548-gb5-R-7
4292.94013 1452.94 314.772511161 B8549-gb5-R-7
4292.94726 1633.37 280.666464237 B8550-gb5-R-7
4292.95438 1502.97 162.546237819 B8551-gb5-R-7
4292.9615 1702.94 282.363312352 B8552-gb5-R-7
4292.96862 2104.07 353.868476472 B8553-gb5-R-7
4292.97575 1523.23 362.92928805 B8554-gb5-R-7
4292.98287 1970.72 326.395434066 B8555-gb5-R-7
4292.99 1736.54 280.384933014 B8556-gb5-R-7
4292.99715 1662.32 343.192633451 B8557-gb5-R-7
4293.00552 2340.47 313.121829468 B8558-gb5-R-7
4293.01265 1995.54 301.42288134 B8559-gb5-R-7
4293.01979 2118.99 323.780968368 B8560-gb5-R-7
4293.02691 1581.12 350.71070346 B8561-gb5-R-7
4293.03404 2051.0 273.07191118 B8562-gb5-R-7
4293.04374 1822.87 260.70724515 B8563-gb5-R-7
4293.05087 1935.95 382.862600694 B8564-gb5-R-7
4293.058 1546.35 567.8607917 B8565-gb5-R-7
4293.06514 1904.33 384.514675889 B8566-gb5-R-7
4293.07226 2102.86 599.41744335 B8567-gb5-R-7
4293.0794 2140.25 539.04498527 B8568-gb5-R-7
4293.08653 1939.79 525.09783208 B8569-gb5-R-7
4293.09365 1899.77 322.265415204 B8570-gb5-R-7
4293.10078 2112.23 308.459568395 B8571-gb5-R-7
4293.11111 1916.1 365.280545546 B8572-gb5-R-7
4293.11941 2486.97 340.248758241 B8573-gb5-R-7
4293.12772 1763.92 300.11024732 B8574-gb5-R-7
4293.13603 2363.72 326.525922492 B8575-gb5-R-7
4293.14434 2594.26 361.120158133 B8576-gb5-R-7
4293.15267 2199.18 439.774458305 B8577-gb5-R-7
4293.16099 1844.75 532.472054707 B8578-gb5-R-7
4293.16931 1887.04 458.900152494 B8579-gb5-R-7
4293.17762 2176.43 505.890118662 B8580-gb5-R-7
4293.18678 2534.42 489.4621893 B8581-gb5-R-7
4293.19509 1790.01 495.17907439 B8582-gb5-R-7
4293.20341 2171.85 503.80579592 B8583-gb5-R-7
4293.21639 1508.39 439.99718647 B8584-gb5-R-7
4293.7751 3120.4 466.61808312 B8591-gb5-R-7
4293.78222 3363.6 441.25451775 B8592-gb5-R-7
4293.78935 3190.34 539.00848232 B8593-gb5-R-7
4293.79649 3161.1 585.73226442 B8594-gb5-R-7
4293.80362 3485.84 499.61758824 B8595-gb5-R-7
4293.81074 3363.32 374.307130827 B8596-gb5-R-7
4293.81787 3342.06 529.98095696 B8597-gb5-R-7
4293.825 2933.63 490.889667957 B8598-gb5-R-7
4293.83213 3427.64 400.705038036 B8599-gb5-R-7
4293.83924 3109.87 480.97840575 B8600-gb5-R-7
4293.84637 3333.27 498.74999056 B8601-gb5-R-7
4293.85349 3666.51 488.310956804 B8602-gb5-R-7
4293.86062 3432.16 591.5468307 B8603-gb5-R-7
4293.86775 3308.14 488.36007674 B8604-gb5-R-7
4293.87489 3257.43 473.78147475 B8605-gb5-R-7
4293.88202 3155.36 411.33957656 B8606-gb5-R-7
4293.88915 3467.51 315.040872993 B8607-gb5-R-7
4293.89627 3538.35 287.433376398 B8608-gb5-R-7
4293.90339 3494.18 289.546307265 B8609-gb5-R-7
4293.91052 3658.86 256.111354177 B8610-gb5-R-7
4293.91765 3883.69 238.696229835 B8611-gb5-R-7
4293.92478 3044.75 270.406524074 B8612-gb5-R-7
4294.01777 3757.99 238.297903125 B8684-gb5-R-7
4294.0249 4067.16 332.091766735 B8685-gb5-R-7
4294.03204 3968.24 379.41988476 B8686-gb5-R-7
4294.03916 4140.21 274.4887326 B8687-gb5-R-7
4294.04629 4105.27 304.050935958 B8688-gb5-R-7
4294.05342 4157.39 532.79855811 B8689-gb5-R-7
4294.06054 3598.53 292.2846179 B8690-gb5-R-7
4294.06767 4092.73 573.1449639 B8691-gb5-R-7
4294.0748 3754.3 489.26009364 B8692-gb5-R-7
4294.08192 4124.76 337.576319808 B8693-gb5-R-7
4294.08905 4034.65 372.58198235 B8694-gb5-R-7
4294.09618 3453.38 406.93324308 B8695-gb5-R-7
4294.10331 4044.79 342.179433585 B8696-gb5-R-7
4294.11044 3716.98 309.11573304 B8697-gb5-R-7
4294.11757 4409.16 328.727219508 B8698-gb5-R-7
4294.1247 3689.83 374.371625594 B8699-gb5-R-7
4294.13182 4139.5 371.338153032 B8700-gb5-R-7
4294.13896 4007.44 302.0356206 B8701-gb5-R-7
4294.14608 4096.52 335.319776652 B8702-gb5-R-7
4294.15322 4025.71 457.93261865 B8703-gb5-R-7
4294.16035 3992.99 401.083656015 B8704-gb5-R-7
4294.16749 4249.48 433.111451752 B8705-gb5-R-7
4294.17462 4217.26 339.729209053 B8706-gb5-R-7
4294.18174 4449.09 393.680419766 B8707-gb5-R-7
4294.18887 4000.64 429.49642021 B8708-gb5-R-7
4294.196 4961.64 409.6756377 B8709-gb5-R-7
4294.20312 4060.11 409.57815478 B8710-gb5-R-7
4294.21024 4055.41 466.464141261 B8711-gb5-R-7
4294.21737 3796.23 552.58109234 B8712-gb5-R-7
4294.76893 5562.47 590.558262073 B8717-gb5-R-7
4294.77605 5841.13 585.412261895 B8718-gb5-R-7
4294.78318 6358.39 577.577265786 B8719-gb5-R-7
4294.79031 5224.01 525.253987286 B8720-gb5-R-7
4294.79744 5685.85 491.836081816 B8721-gb5-R-7
4294.80456 5775.58 495.34267104 B8722-gb5-R-7
4294.81169 5696.88 520.01580124 B8723-gb5-R-7
4294.81881 5741.27 447.60053016 B8724-gb5-R-7
4294.82342 5990.9 503.39209308 B8725-gb5-R-7
4294.83174 5284.51 418.36558792 B8726-gb5-R-7
4294.84006 5853.36 472.88821536 B8727-gb5-R-7
4294.84885 5717.9 480.44986713 B8728-gb5-R-7
4294.85716 5927.67 429.79756176 B8729-gb5-R-7
4294.86547 5711.74 455.1949061 B8730-gb5-R-7
4294.87379 5648.26 409.5662599 B8731-gb5-R-7
4294.88211 5783.69 406.089935568 B8732-gb5-R-7
4294.89351 5626.19 434.58966072 B8733-gb5-R-7
4294.90183 5798.17 414.0516801 B8734-gb5-R-7
4294.91015 5731.04 384.213061134 B8735-gb5-R-7
4294.91847 5850.21 385.74336393 B8736-gb5-R-7
4294.92677 5604.49 342.438999552 B8737-gb5-R-7
4294.93524 6150.62 492.228236349 B8738-gb5-R-7
4294.94357 5656.65 370.655618762 B8739-gb5-R-7
4294.95189 5921.92 366.431447691 B8740-gb5-R-7
4294.9602 5785.26 341.753994303 B8741-gb5-R-7
4294.96852 5545.34 381.681671035 B8742-gb5-R-7
4294.97804 5855.72 322.6803279 B8743-gb5-R-7
4294.98635 5747.56 379.420672035 B8744-gb5-R-7
4294.99467 5836.13 383.397278562 B8745-gb5-R-7
4295.00428 5924.97 348.432225984 B8746-gb5-R-7
4295.01261 6159.67 462.394531098 B8747-gb5-R-7
4295.02118 6218.68 388.087919595 B8748-gb5-R-7
4295.03208 5695.09 369.196569355 B8749-gb5-R-7
4295.0404 5572.52 415.5054029 B8750-gb5-R-7
4295.04871 5829.41 322.987805217 B8751-gb5-R-7
4295.05702 5652.85 359.898710508 B8752-gb5-R-7
4295.06585 6098.77 438.854765412 B8753-gb5-R-7
4295.07416 6230.22 536.50969351 B8754-gb5-R-7
4295.08248 6369.34 441.8226024 B8755-gb5-R-7
4295.09079 6018.54 357.125223 B8756-gb5-R-7
4295.0991 6028.62 356.588179654 B8757-gb5-R-7
4295.10747 6427.78 332.985842046 B8758-gb5-R-7
4295.11579 5520.26 332.53615054 B8759-gb5-R-7
4295.1241 6396.6 302.581462031 B8760-gb5-R-7
4295.13243 5949.93 379.66626422 B8761-gb5-R-7
4295.14074 5879.55 435.4252746 B8762-gb5-R-7
4295.15217 6033.87 412.954774956 B8763-gb5-R-7
4295.16048 5720.48 451.50858544 B8764-gb5-R-7
4295.16879 6120.16 386.483833 B8765-gb5-R-7
4295.1854 5907.33 440.86791091 B8767-gb5-R-7
4295.19399 5938.71 545.884691088 B8768-gb5-R-7
4295.20231 6179.73 560.456469608 B8769-gb5-R-7
4295.21142 6089.06 551.364317172 B8770-gb5-R-7
4295.77056 5345.97 528.23626752 B8777-gb5-R-7
4295.77768 6054.64 524.243619144 B8778-gb5-R-7
4295.78482 5217.85 581.351532984 B8779-gb5-R-7
4295.79907 6058.16 575.422545463 B8781-gb5-R-7
4295.80619 6271.68 591.625668942 B8782-gb5-R-7
4295.81332 5225.92 446.360451264 B8783-gb5-R-7
4295.82045 5938.36 528.195622668 B8784-gb5-R-7
4295.82758 5596.81 537.615766863 B8785-gb5-R-7
4295.83762 5736.72 483.274484724 B8786-gb5-R-7
4295.84699 6076.1 520.97742465 B8788-gb5-R-7
4295.85412 5492.61 548.041910942 B8789-gb5-R-7
4295.86243 5578.99 576.96818176 B8790-gb5-R-7
4296.04234 4769.76 362.356292724 B8933-gb5-R-7
4296.04946 5293.11 308.169132264 B8934-gb5-R-7
4296.05658 5737.19 562.22452548 B8935-gb5-R-7
4296.06371 5489.42 546.4843742 B8936-gb5-R-7
4296.07084 5144.32 442.48961134 B8937-gb5-R-7
4296.07797 4752.81 386.303917395 B8938-gb5-R-7
4296.08509 4997.09 335.56774998 B8939-gb5-R-7
4296.09222 5397.64 449.50475899 B8940-gb5-R-7
4296.09935 4693.89 384.20902233 B8941-gb5-R-7
4296.10647 5131.56 515.23516072 B8942-gb5-R-7
4296.11361 5524.2 362.846196624 B8943-gb5-R-7
4296.12073 4853.25 416.251624096 B8944-gb5-R-7
4296.12786 4963.98 374.817423846 B8945-gb5-R-7
4296.13497 5048.77 414.863207616 B8946-gb5-R-7
4296.14211 4965.29 347.525024226 B8947-gb5-R-7
4296.14924 5025.46 475.723434423 B8948-gb5-R-7
4296.15637 5103.4 376.567735765 B8949-gb5-R-7
4296.16349 4887.64 413.596844684 B8950-gb5-R-7
4296.17062 4670.59 403.134562158 B8951-gb5-R-7
4296.17774 5581.69 475.24979425 B8952-gb5-R-7
4296.18487 4686.22 440.029004789 B8953-gb5-R-7
4296.19199 5214.42 456.605061306 B8954-gb5-R-7
4296.19913 4920.24 494.933736525 B8955-gb5-R-7
4296.20626 4676.86 535.151896047 B8956-gb5-R-7
4296.21339 4671.64 476.222848156 B8957-gb5-R-7
4296.83187 3480.4 438.616852635 B8961-gb5-R-7
4296.83899 3767.52 535.62468117 B8962-gb5-R-7
4296.86096 3126.6 445.122922876 B8965-gb5-R-7
4296.86809 3618.22 479.10175364 B8966-gb5-R-7
4296.87521 3135.43 522.87591108 B8967-gb5-R-7
4296.88236 3500.91 449.85454844 B8968-gb5-R-7
4296.88948 3227.77 379.220386036 B8969-gb5-R-7
4296.89662 3143.14 358.252673776 B8970-gb5-R-7
4296.90375 3154.41 357.9969203 B8971-gb5-R-7
4296.91086 3479.08 382.36060011 B8972-gb5-R-7
4296.91798 2712.03 428.675684524 B8973-gb5-R-7
4296.92511 2951.08 477.39518344 B8974-gb5-R-7
4296.93224 3213.57 364.048885629 B8975-gb5-R-7
4296.93937 3492.84 417.703230735 B8976-gb5-R-7
4296.94648 3399.12 395.670020632 B8977-gb5-R-7
4296.95362 2992.31 343.626673513 B8978-gb5-R-7
4296.96074 3540.18 439.948833969 B8979-gb5-R-7
4296.96786 3168.25 390.51260616 B8980-gb5-R-7
4296.97499 3162.1 317.163586155 B8981-gb5-R-7
4296.98215 2832.59 349.837676447 B8982-gb5-R-7
4296.99054 3159.82 393.5738904 B8983-gb5-R-7
4296.99768 3176.18 337.951520844 B8984-gb5-R-7
