# Reference flux 14214.6936817
# Magnitude zero point 29.7465228468
# mag = zpt - 2.5 * log10(flux)
4181.10362 -36.6703 549.963193776 B5270-gb5-R-7
4181.11075 -380.255 566.684744152 B5271-gb5-R-7
4181.14641 468.606 581.0105404 B5276-gb5-R-7
4181.16126 -124.775 465.401755221 B5278-gb5-R-7
4181.16839 421.579 464.6338774 B5279-gb5-R-7
4181.17552 285.95 466.489713656 B5280-gb5-R-7
4181.18266 97.7774 579.262763808 B5281-gb5-R-7
4181.18978 189.955 451.8626805 B5282-gb5-R-7
4182.03707 -501.833 562.147928711 B5294-gb5-R-7
4182.03944 520.859 597.62809678 B5295-gb5-R-7
4182.04657 563.801 558.580400846 B5296-gb5-R-7
4182.05369 -602.487 482.183989535 B5297-gb5-R-7
4182.06083 -35.8941 494.572685265 B5298-gb5-R-7
4182.06795 516.204 549.372371085 B5299-gb5-R-7
4182.07707 -233.411 445.111974725 B5300-gb5-R-7
4182.0842 364.37 434.658233508 B5301-gb5-R-7
4182.09133 -9.64133 442.06456142 B5302-gb5-R-7
4182.09846 402.064 409.65010632 B5303-gb5-R-7
4182.10559 146.281 381.252351604 B5304-gb5-R-7
4182.11272 158.391 386.780813206 B5305-gb5-R-7
4182.11984 35.4129 397.969782414 B5306-gb5-R-7
4182.12697 289.252 486.99514916 B5307-gb5-R-7
4182.1341 440.269 580.83525808 B5308-gb5-R-7
4182.14122 140.592 453.1513448 B5309-gb5-R-7
4182.14988 371.206 371.49352579 B5310-gb5-R-7
4182.15701 270.718 380.53529228 B5311-gb5-R-7
4182.16414 145.326 311.14238207 B5312-gb5-R-7
4182.17126 348.261 385.879571071 B5313-gb5-R-7
4182.17839 173.456 403.803134383 B5314-gb5-R-7
4182.18552 157.32 371.847917024 B5315-gb5-R-7
4182.19265 118.385 557.92211814 B5316-gb5-R-7
4182.19978 -121.086 527.46913926 B5317-gb5-R-7
4182.20691 250.752 535.95983936 B5318-gb5-R-7
4182.23624 298.167 533.6284512 B5322-gb5-R-7
4183.05886 5.4683 510.453015324 B5330-gb5-R-7
4183.06717 173.439 470.167682558 B5331-gb5-R-7
4183.0755 329.892 450.88390095 B5332-gb5-R-7
4183.08263 93.6347 495.368879432 B5333-gb5-R-7
4183.09094 255.235 584.44670162 B5334-gb5-R-7
4183.09927 61.0012 580.458672055 B5335-gb5-R-7
4183.10758 -254.534 526.576660904 B5336-gb5-R-7
4183.1159 -75.4617 452.97871514 B5337-gb5-R-7
4183.12452 131.305 498.899844987 B5338-gb5-R-7
4183.13283 370.347 373.182967074 B5339-gb5-R-7
4183.14114 -413.486 314.729689985 B5340-gb5-R-7
4183.14946 369.365 421.524580912 B5341-gb5-R-7
4183.15778 285.925 436.11317106 B5342-gb5-R-7
4183.1649 274.706 447.475863312 B5343-gb5-R-7
4183.17322 737.741 470.11981047 B5344-gb5-R-7
4185.04358 623.037 542.010289896 B5393-gb5-R-7
4185.05072 38.4221 576.112632864 B5394-gb5-R-7
4185.05666 332.158 548.20881648 B5395-gb5-R-7
4185.07211 -59.5247 512.911910202 B5397-gb5-R-7
4185.07924 -264.44 575.175748796 B5398-gb5-R-7
4185.08636 488.989 463.38993486 B5399-gb5-R-7
4185.09349 108.362 517.933626012 B5400-gb5-R-7
4185.10621 -366.571 460.119985026 B5401-gb5-R-7
4185.11453 226.226 502.65464472 B5402-gb5-R-7
4185.12165 293.637 371.820002982 B5403-gb5-R-7
4185.12877 -93.3303 426.40909036 B5404-gb5-R-7
4185.13589 -103.904 394.938900788 B5405-gb5-R-7
4185.14302 408.528 298.26522162 B5406-gb5-R-7
4185.15015 106.511 284.494985835 B5407-gb5-R-7
4185.15848 290.64 310.545220851 B5408-gb5-R-7
4185.16561 278.206 400.987589626 B5409-gb5-R-7
4185.17274 -710.392 524.175195024 B5410-gb5-R-7
4185.17986 631.383 495.096469422 B5411-gb5-R-7
4185.20168 486.301 571.020380762 B5413-gb5-R-7
4187.02852 724.504 493.96563892 B5446-gb5-R-7
4187.03922 758.131 449.2921108 B5449-gb5-R-7
4187.04754 -73.7019 385.562675056 B5451-gb5-R-7
4187.05704 864.385 391.67823456 B5454-gb5-R-7
4187.06656 107.847 348.29358382 B5457-gb5-R-7
4187.07489 38.3706 331.20702055 B5459-gb5-R-7
4187.08439 404.848 466.273937472 B5462-gb5-R-7
4187.09508 857.448 378.663731271 B5465-gb5-R-7
4187.1034 713.227 386.44177191 B5467-gb5-R-7
4187.11291 -281.494 411.2725268 B5470-gb5-R-7
4187.12241 34.0441 556.668193731 B5473-gb5-R-7
4187.14605 281.99 526.81725504 B5478-gb5-R-7
4187.15675 -24.4197 352.431069487 B5481-gb5-R-7
4187.16507 -648.404 274.738289408 B5483-gb5-R-7
4187.20192 461.997 496.14373754 B5494-gb5-R-7
4187.22093 148.044 496.75858156 B5499-gb5-R-7
4192.04178 825.944 539.210869 B5595-gb5-R-7
4192.04932 -500.572 492.10348365 B5596-gb5-R-7
4192.05645 -335.937 482.39469888 B5597-gb5-R-7
4192.06358 167.001 363.385955554 B5598-gb5-R-7
4192.07071 -9.87143 347.212415388 B5599-gb5-R-7
4192.07784 -53.9766 372.953787896 B5600-gb5-R-7
4192.08497 -98.3106 295.88801736 B5601-gb5-R-7
4192.09211 384.441 384.583420098 B5602-gb5-R-7
4192.09924 -15.6575 444.267519 B5603-gb5-R-7
4192.10637 49.8016 549.07590936 B5604-gb5-R-7
4192.12063 384.053 454.17406514 B5606-gb5-R-7
4192.13489 531.971 485.56427907 B5608-gb5-R-7
4192.14201 347.415 321.662862486 B5609-gb5-R-7
4192.14914 295.447 325.257344698 B5610-gb5-R-7
4192.21193 -150.921 543.75639884 B5617-gb5-R-7
4192.23333 213.953 384.9172558 B5620-gb5-R-7
4192.24045 410.795 404.539372312 B5621-gb5-R-7
4195.02113 -107.69 544.6905633 B5644-gb5-R-7
4195.02826 292.203 518.96758584 B5645-gb5-R-7
4195.03687 736.945 541.33013403 B5646-gb5-R-7
4195.044 198.13 546.86594008 B5647-gb5-R-7
4195.05113 -260.425 474.4986384 B5648-gb5-R-7
4195.05826 136.536 374.270173326 B5649-gb5-R-7
4195.06538 634.925 412.810998984 B5650-gb5-R-7
4195.07251 65.8394 380.991622427 B5651-gb5-R-7
4195.07963 144.069 428.008506792 B5652-gb5-R-7
4195.08676 254.357 466.433349941 B5653-gb5-R-7
4195.09391 458.392 404.02136167 B5654-gb5-R-7
4195.10104 302.948 403.781657192 B5655-gb5-R-7
4195.10904 299.195 362.00210215 B5656-gb5-R-7
4195.11617 -232.91 498.81063057 B5657-gb5-R-7
4195.1233 468.474 388.846169712 B5658-gb5-R-7
4195.13043 2.42482 403.070663226 B5659-gb5-R-7
4195.13756 217.631 329.521309272 B5660-gb5-R-7
4195.1447 144.729 426.46688202 B5661-gb5-R-7
4195.15183 72.2207 375.24856596 B5662-gb5-R-7
4195.17322 -67.9069 532.4476464 B5665-gb5-R-7
4195.2444 132.08 577.76650152 B5673-gb5-R-7
4196.01671 201.503 575.30903875 B5685-gb5-R-7
4196.02384 202.676 542.432369088 B5686-gb5-R-7
4196.03097 290.639 544.46208615 B5687-gb5-R-7
4196.04522 170.388 535.0070187 B5689-gb5-R-7
4196.05236 58.643 441.33905739 B5690-gb5-R-7
4196.05949 -54.6322 455.074406934 B5691-gb5-R-7
4196.06661 174.254 439.782469234 B5692-gb5-R-7
4196.0739 -439.783 497.9089087 B5693-gb5-R-7
4196.08102 94.9181 454.978047665 B5694-gb5-R-7
4196.08815 -58.1394 539.777846502 B5695-gb5-R-7
4196.09528 742.809 497.9690496 B5696-gb5-R-7
4196.10955 15.6082 473.25855616 B5698-gb5-R-7
4196.11668 87.6519 489.55975093 B5699-gb5-R-7
4196.1238 483.569 523.296018811 B5700-gb5-R-7
4196.13095 25.8874 453.555787256 B5701-gb5-R-7
4196.13807 681.47 450.38688972 B5702-gb5-R-7
4196.14573 -166.458 432.171085237 B5703-gb5-R-7
4196.15286 -60.3852 559.29978071 B5704-gb5-R-7
4196.19564 -374.163 552.86865348 B5710-gb5-R-7
4196.20277 278.318 415.85797008 B5711-gb5-R-7
4196.2099 247.505 540.39812455 B5712-gb5-R-7
4196.21702 198.062 412.97398337 B5713-gb5-R-7
4196.22415 105.578 503.70687523 B5714-gb5-R-7
4196.24415 -85.5411 430.58054366 B5719-gb5-R-7
4196.25129 -54.3666 584.73620523 B5720-gb5-R-7
4198.16169 -529.656 565.449697376 B5723-gb5-R-7
4198.17595 569.323 567.29313323 B5725-gb5-R-7
4198.18501 60.7336 584.90260928 B5727-gb5-R-7
4198.19242 938.989 591.933106326 B5728-gb5-R-7
4198.20074 492.643 543.445585956 B5730-gb5-R-7
4198.215 430.208 531.654104058 B5732-gb5-R-7
4198.22213 -38.6169 568.566021 B5733-gb5-R-7
4198.22955 698.336 554.06040886 B5734-gb5-R-7
4198.25094 488.66 546.5613828 B5737-gb5-R-7
4199.01742 24.2987 525.233564744 B5747-gb5-R-7
4199.02455 55.582 445.37486958 B5748-gb5-R-7
4199.03168 334.157 541.01486183 B5749-gb5-R-7
4199.03881 234.941 484.4254315 B5750-gb5-R-7
4199.04611 407.457 515.49115365 B5751-gb5-R-7
4199.05324 42.5548 492.82554447 B5752-gb5-R-7
4199.06035 91.3009 483.80048544 B5753-gb5-R-7
4199.06748 -89.3726 552.16832818 B5754-gb5-R-7
4199.07462 -1271.15 493.557096802 B5755-gb5-R-7
4199.08175 107.856 504.80676409 B5756-gb5-R-7
4199.12451 462.221 536.51792845 B5762-gb5-R-7
4200.01895 -270.014 503.931484243 B5797-gb5-R-7
4200.02608 257.509 532.37852256 B5798-gb5-R-7
4200.03321 -235.182 411.03244121 B5799-gb5-R-7
4200.04034 122.583 479.62877755 B5800-gb5-R-7
4200.0439 -92.7828 395.188929424 B5801-gb5-R-7
4200.04984 338.565 468.4669995 B5802-gb5-R-7
4200.05697 295.617 359.56695708 B5803-gb5-R-7
4200.06411 431.477 398.537078225 B5804-gb5-R-7
4200.07123 -178.826 421.726461716 B5805-gb5-R-7
4200.07598 -303.324 494.73726372 B5806-gb5-R-7
4200.08193 195.101 513.97228974 B5807-gb5-R-7
4200.10806 -158.442 591.46215547 B5811-gb5-R-7
4200.12093 11.9444 491.309133178 B5814-gb5-R-7
4200.12806 -409.996 505.548177768 B5815-gb5-R-7
4200.13519 278.427 525.55407449 B5816-gb5-R-7
4200.21013 323.583 574.2372629 B5827-gb5-R-7
4200.21726 613.45 549.13647015 B5828-gb5-R-7
4200.22438 -68.0087 561.52548244 B5829-gb5-R-7
4200.23152 -66.5652 584.17695739 B5830-gb5-R-7
4205.97258 489.664 566.48137837 B5903-gb5-R-7
4206.01573 -195.918 453.48040114 B5909-gb5-R-7
4206.02285 333.832 448.805840007 B5910-gb5-R-7
4206.02998 194.269 459.2347163 B5911-gb5-R-7
4206.03711 249.819 524.49531505 B5912-gb5-R-7
4206.04425 -87.7616 534.579933658 B5913-gb5-R-7
4206.05138 336.484 454.062347534 B5914-gb5-R-7
4206.06564 384.697 509.80329084 B5916-gb5-R-7
4206.07277 55.6556 537.3241344 B5917-gb5-R-7
4206.0799 164.602 548.51259024 B5918-gb5-R-7
4206.08703 194.178 502.20438849 B5919-gb5-R-7
4206.09417 99.3274 401.268350049 B5920-gb5-R-7
4206.1013 -17.3725 360.600335106 B5921-gb5-R-7
4206.10842 340.32 563.563209745 B5922-gb5-R-7
4206.11576 47.1212 431.029566052 B5923-gb5-R-7
4206.13002 410.136 456.60619758 B5925-gb5-R-7
4206.13715 330.84 548.61515219 B5926-gb5-R-7
4206.14428 911.872 569.61287164 B5927-gb5-R-7
4206.1514 180.218 386.752653984 B5928-gb5-R-7
4206.15853 243.408 510.73117843 B5929-gb5-R-7
4206.16566 178.067 446.151953758 B5930-gb5-R-7
4206.1728 676.054 407.565013248 B5931-gb5-R-7
4206.17993 218.165 459.506441604 B5932-gb5-R-7
4206.18705 104.174 462.643304896 B5933-gb5-R-7
4206.19419 200.646 486.2967573 B5934-gb5-R-7
4206.20131 -1788.03 555.66708912 B5935-gb5-R-7
4206.20844 256.297 411.90793047 B5936-gb5-R-7
4206.21558 -270.373 374.48067447 B5937-gb5-R-7
4206.22302 263.46 412.89121148 B5938-gb5-R-7
4206.23139 -52.7151 376.593088 B5939-gb5-R-7
4206.23851 150.058 439.92350542 B5940-gb5-R-7
4206.24565 226.496 484.79678338 B5941-gb5-R-7
4206.25279 430.194 440.29281468 B5942-gb5-R-7
4206.25993 763.603 517.76388274 B5943-gb5-R-7
4209.06194 84.6801 520.6675807 B5978-gb5-R-7
4209.10499 90.9454 433.427128974 B5983-gb5-R-7
4209.10949 618.527 446.028672974 B5984-gb5-R-7
4209.11781 261.983 469.910105463 B5985-gb5-R-7
4209.12494 846.255 442.25710215 B5986-gb5-R-7
4209.13207 -285.163 337.98636606 B5987-gb5-R-7
4209.13921 100.848 418.12070778 B5988-gb5-R-7
4209.14795 212.836 452.39763064 B5989-gb5-R-7
4209.15625 -174.208 598.8963068 B5990-gb5-R-7
4209.16339 122.175 568.771291974 B5991-gb5-R-7
4209.17764 -214.951 403.373708718 B5993-gb5-R-7
4209.1849 363.529 475.908337642 B5994-gb5-R-7
4209.19321 800.467 492.577094592 B5995-gb5-R-7
4209.98694 -350.046 530.01241938 B6008-gb5-R-7
4209.99406 941.087 559.93336878 B6009-gb5-R-7
4210.00119 238.412 448.75694925 B6010-gb5-R-7
4210.00832 43.33 429.98512207 B6011-gb5-R-7
4210.01677 876.587 444.63493096 B6012-gb5-R-7
4210.0239 463.637 396.60860655 B6013-gb5-R-7
4210.03103 685.878 416.15094795 B6014-gb5-R-7
4210.03816 211.497 441.495759456 B6015-gb5-R-7
4210.04529 245.915 543.10156718 B6016-gb5-R-7
4210.05257 281.976 501.25516064 B6017-gb5-R-7
4210.0597 369.475 495.182584 B6018-gb5-R-7
4210.06683 151.284 455.79054654 B6019-gb5-R-7
4210.07396 307.25 401.5148424 B6020-gb5-R-7
4210.08109 -215.805 340.365454196 B6021-gb5-R-7
4210.089 46.3455 436.38593653 B6022-gb5-R-7
4210.09613 -80.1867 411.49016035 B6023-gb5-R-7
4210.10327 338.119 463.67520878 B6024-gb5-R-7
4210.1104 16.4595 340.26819723 B6025-gb5-R-7
4210.14676 196.62 489.96239708 B6030-gb5-R-7
4210.1539 253.412 223.932692408 B6031-gb5-R-7
4210.16118 43.7882 364.4057921 B6032-gb5-R-7
4210.16831 353.349 303.521961746 B6033-gb5-R-7
4210.18257 102.91 327.472402772 B6035-gb5-R-7
4210.1897 481.85 318.126223336 B6036-gb5-R-7
4210.19798 740.312 379.4764986 B6037-gb5-R-7
4210.20511 246.592 330.58167168 B6038-gb5-R-7
4210.21224 104.707 271.29406031 B6039-gb5-R-7
4210.21936 99.3453 308.16868824 B6040-gb5-R-7
4210.2265 224.885 305.733973938 B6041-gb5-R-7
4210.23499 407.693 254.0109079 B6042-gb5-R-7
4210.25638 20.246 498.46494486 B6045-gb5-R-7
4210.99341 797.453 585.71244083 B6051-gb5-R-7
4211.00122 -329.713 478.13505718 B6052-gb5-R-7
4211.00836 583.654 459.055201 B6053-gb5-R-7
4211.0155 460.22 364.51945299 B6054-gb5-R-7
4211.02264 143.741 405.1814607 B6055-gb5-R-7
4211.02977 -57.102 453.4613732 B6056-gb5-R-7
4211.03779 1607.56 425.68883721 B6057-gb5-R-7
4211.04492 -93.3879 597.240797888 B6058-gb5-R-7
4211.06633 651.454 561.997933626 B6061-gb5-R-7
4211.07381 -12.0227 483.83840877 B6062-gb5-R-7
4211.08094 119.884 497.810995711 B6063-gb5-R-7
4211.10234 -279.239 512.65636128 B6066-gb5-R-7
4211.10989 59.9606 495.46862121 B6067-gb5-R-7
4211.13128 532.064 513.476686374 B6070-gb5-R-7
4211.1384 370.74 393.44678994 B6071-gb5-R-7
4211.15033 406.921 232.66140393 B6072-gb5-R-7
4211.15746 592.152 326.38753896 B6073-gb5-R-7
4211.16459 71.3496 304.110355098 B6074-gb5-R-7
4211.19331 327.05 287.567064328 B6078-gb5-R-7
4211.20044 161.644 276.335235896 B6079-gb5-R-7
4211.20757 -567.627 314.777051354 B6080-gb5-R-7
4211.96772 560.913 577.74770928 B6084-gb5-R-7
4211.97484 15.151 521.934862995 B6085-gb5-R-7
4212.96808 112.965 430.154808098 B6090-gb5-R-7
4212.97521 286.56 358.571199714 B6091-gb5-R-7
4212.98299 446.768 405.326581452 B6092-gb5-R-7
4212.99012 362.638 411.265958235 B6093-gb5-R-7
4212.99725 -151.789 391.682281712 B6094-gb5-R-7
4213.00438 -5.26739 400.192961264 B6095-gb5-R-7
4213.01152 268.715 398.315599108 B6096-gb5-R-7
4213.01903 557.768 395.1727191 B6097-gb5-R-7
4213.02616 436.816 360.303576672 B6098-gb5-R-7
4213.03329 772.869 392.03513874 B6099-gb5-R-7
4213.04042 79.5823 413.503769492 B6100-gb5-R-7
4213.04818 42.0469 416.981153915 B6101-gb5-R-7
4213.05531 378.055 476.27836293 B6102-gb5-R-7
4213.06244 242.625 342.57901816 B6103-gb5-R-7
4213.06958 563.554 470.5208585 B6104-gb5-R-7
4213.07672 152.772 313.792765162 B6105-gb5-R-7
4213.08385 397.414 337.351718562 B6106-gb5-R-7
4213.09099 496.69 357.934200936 B6107-gb5-R-7
4213.09875 490.455 406.097897897 B6108-gb5-R-7
4213.10588 269.073 512.47033749 B6109-gb5-R-7
4213.113 236.459 548.01766032 B6110-gb5-R-7
4215.98679 -622.363 573.98517928 B6126-gb5-R-7
4215.99392 -362.248 596.7805272 B6127-gb5-R-7
4216.00143 514.88 564.38613897 B6128-gb5-R-7
4216.00857 83.8858 461.96766321 B6129-gb5-R-7
4216.0157 -337.373 438.11346465 B6130-gb5-R-7
4216.02283 619.809 407.159867744 B6131-gb5-R-7
4216.13979 -953.149 522.11366303 B6147-gb5-R-7
4216.17053 336.104 386.227728338 B6151-gb5-R-7
4216.17768 -1446.02 335.1437736 B6152-gb5-R-7
4216.19266 32.2446 323.589283735 B6154-gb5-R-7
4216.1998 672.956 479.3395137 B6155-gb5-R-7
4216.25409 -196.836 459.589406458 B6162-gb5-R-7
4216.26197 -889.829 505.583903435 B6163-gb5-R-7
4219.97665 380.752 513.02260224 B6187-gb5-R-7
4219.99805 1472.36 500.00337261 B6190-gb5-R-7
4220.00519 -439.431 313.599290181 B6191-gb5-R-7
4220.01298 -1809.58 411.90189915 B6192-gb5-R-7
4220.05065 99.0559 483.3358341 B6197-gb5-R-7
4220.0578 469.177 436.32551765 B6198-gb5-R-7
4220.06494 -130.676 425.63750808 B6199-gb5-R-7
4220.07207 128.535 321.647248575 B6200-gb5-R-7
4220.07922 51.9662 433.79208792 B6201-gb5-R-7
4220.08702 457.143 596.1154566 B6202-gb5-R-7
4220.1013 -214.987 470.78642301 B6204-gb5-R-7
4220.13047 663.8 558.28029972 B6208-gb5-R-7
4220.1376 -193.46 583.30052027 B6209-gb5-R-7
4220.16681 -128.514 508.703983041 B6213-gb5-R-7
4220.17394 651.736 499.72983806 B6214-gb5-R-7
4220.1811 -69.8185 452.57283992 B6215-gb5-R-7
4220.20472 471.075 349.395954714 B6218-gb5-R-7
4223.97423 -35.9903 580.171546528 B6243-gb5-R-7
4223.98138 -226.142 599.454608625 B6244-gb5-R-7
4223.98853 677.951 590.076711228 B6245-gb5-R-7
4223.99568 213.502 523.016036301 B6246-gb5-R-7
4224.00281 495.997 543.78962176 B6247-gb5-R-7
4224.01233 1727.01 594.28094484 B6248-gb5-R-7
4224.05677 218.067 555.575469462 B6254-gb5-R-7
4224.0639 -13.3103 557.10991904 B6255-gb5-R-7
4227.95929 -950.428 562.72939094 B6308-gb5-R-7
4227.96642 -153.698 555.30703928 B6309-gb5-R-7
4227.97474 621.099 584.266781508 B6310-gb5-R-7
4227.98307 361.829 511.190248848 B6311-gb5-R-7
4228.04901 461.599 579.52737531 B6319-gb5-R-7
4228.10693 239.674 525.32736048 B6326-gb5-R-7
4228.13978 298.02 507.22376499 B6330-gb5-R-7
4228.1481 83.4247 556.6529861 B6331-gb5-R-7
4228.15642 444.697 553.68568687 B6332-gb5-R-7
4228.1655 537.243 450.60435556 B6333-gb5-R-7
4228.17389 316.802 442.13705772 B6334-gb5-R-7
4228.18221 222.129 496.10305152 B6335-gb5-R-7
4232.13658 -56.1296 578.7921007 B6423-gb5-R-7
4232.16523 520.225 560.992210878 B6427-gb5-R-7
4233.07225 218.143 588.277690104 B6468-gb5-R-7
4233.08327 -76.0935 521.324848968 B6469-gb5-R-7
4233.09159 -157.67 574.123209075 B6470-gb5-R-7
4233.0999 -284.027 597.195418418 B6471-gb5-R-7
4233.11623 -24.3119 565.980746936 B6473-gb5-R-7
4233.12698 67.7421 527.025816716 B6475-gb5-R-7
4233.13531 -2.84917 423.175062293 B6476-gb5-R-7
4233.14245 447.87 540.8964027 B6477-gb5-R-7
4233.15078 226.034 508.553299898 B6478-gb5-R-7
4233.16285 208.945 503.594529322 B6479-gb5-R-7
4233.1724 447.351 527.626504836 B6480-gb5-R-7
4233.18075 -5.77195 508.667432684 B6481-gb5-R-7
4233.18789 55.0399 523.665655788 B6482-gb5-R-7
4233.19622 138.435 450.79065144 B6483-gb5-R-7
4233.20715 621.696 465.394213795 B6484-gb5-R-7
4233.21546 -70.7544 500.203974074 B6485-gb5-R-7
4233.22378 502.355 480.403909248 B6486-gb5-R-7
4233.23091 291.283 590.35503576 B6487-gb5-R-7
4233.23924 226.917 518.695870084 B6488-gb5-R-7
4233.24766 -154.249 439.443665895 B6489-gb5-R-7
4233.256 64.2404 588.820916112 B6490-gb5-R-7
4233.26433 156.086 466.05257522 B6491-gb5-R-7
4233.27147 376.937 380.661653757 B6492-gb5-R-7
4233.2798 578.845 451.586746085 B6493-gb5-R-7
4233.90557 484.499 592.610483634 B6498-gb5-R-7
4233.92697 2.08863 544.885727578 B6501-gb5-R-7
4233.9341 265.453 568.811198649 B6502-gb5-R-7
4233.95107 -82.1375 512.660581392 B6504-gb5-R-7
4233.95939 535.579 551.834982912 B6505-gb5-R-7
4233.97484 -24.4001 459.378724625 B6507-gb5-R-7
4233.98316 382.064 574.351183874 B6508-gb5-R-7
4233.99169 -258.036 514.16732125 B6509-gb5-R-7
4234.00001 38.2016 485.735943088 B6510-gb5-R-7
4234.00833 -169.987 523.580318058 B6511-gb5-R-7
4234.01546 33.8561 486.651675694 B6512-gb5-R-7
4234.09288 42.9421 595.155798419 B6521-gb5-R-7
4234.10835 67.9917 568.66992579 B6523-gb5-R-7
4234.11727 327.603 541.403391884 B6524-gb5-R-7
4234.12561 145.596 597.363266245 B6525-gb5-R-7
4234.13392 460.899 548.781450816 B6526-gb5-R-7
4234.14106 -339.758 510.693785082 B6527-gb5-R-7
4234.14939 474.994 525.73672104 B6528-gb5-R-7
4235.02754 -341.769 556.192976387 B6552-gb5-R-7
4235.0347 21.6183 523.813114098 B6553-gb5-R-7
4235.04183 -619.177 551.8352718 B6554-gb5-R-7
4235.04896 108.555 410.404434328 B6555-gb5-R-7
4235.0561 221.117 455.77327454 B6556-gb5-R-7
4235.06323 232.518 473.04458752 B6557-gb5-R-7
4235.19889 -61.8228 522.067727748 B6560-gb5-R-7
4235.20602 397.073 462.000399245 B6561-gb5-R-7
4235.21316 61.3743 474.95422128 B6562-gb5-R-7
4235.22029 -54.1084 500.264084292 B6563-gb5-R-7
4235.22744 502.903 475.3479536 B6564-gb5-R-7
4235.23463 817.24 521.35857158 B6565-gb5-R-7
4235.24179 273.942 580.96523562 B6566-gb5-R-7
4235.24892 18.8381 435.8855228 B6567-gb5-R-7
4235.25605 444.584 516.198406116 B6568-gb5-R-7
4235.27038 429.039 574.038640376 B6570-gb5-R-7
4235.2775 293.397 599.6267134 B6571-gb5-R-7
4237.91853 -225.51 581.143967607 B6585-gb5-R-7
4237.93995 653.797 567.785894491 B6588-gb5-R-7
4237.97598 -102.766 539.16571115 B6593-gb5-R-7
4237.98311 90.0383 579.58791748 B6594-gb5-R-7
4238.03836 315.487 511.584016101 B6600-gb5-R-7
4238.04668 204.962 573.015848098 B6601-gb5-R-7
4238.06233 130.538 544.417621006 B6603-gb5-R-7
4238.07898 -62.0962 515.43852108 B6605-gb5-R-7
4238.08733 67.2659 488.547777024 B6606-gb5-R-7
4238.11114 226.953 599.331299754 B6609-gb5-R-7
4238.20171 -53.6723 593.31195097 B6617-gb5-R-7
4238.8805 188.196 582.76350275 B6622-gb5-R-7
4238.88965 176.697 482.65263389 B6623-gb5-R-7
4238.89796 216.744 486.950331975 B6624-gb5-R-7
4238.9051 -170.44 523.41403346 B6625-gb5-R-7
4238.91228 156.939 415.642738032 B6626-gb5-R-7
4238.9206 216.224 426.393601017 B6627-gb5-R-7
4238.92774 347.373 455.99466439 B6628-gb5-R-7
4238.93486 107.254 353.005785664 B6629-gb5-R-7
4238.942 330.751 396.23812792 B6630-gb5-R-7
4238.94919 172.654 465.531546845 B6631-gb5-R-7
4238.95632 -45.1849 371.19972329 B6632-gb5-R-7
4238.96346 445.627 311.27499312 B6633-gb5-R-7
4238.97059 202.391 420.753700496 B6634-gb5-R-7
4238.97773 272.819 339.596219638 B6635-gb5-R-7
4238.9849 209.409 384.933568194 B6636-gb5-R-7
4238.99205 164.012 384.319434352 B6637-gb5-R-7
4238.99918 147.896 340.712703177 B6638-gb5-R-7
4239.00632 -253.684 312.44754376 B6639-gb5-R-7
4239.01345 -38.6024 374.214886632 B6640-gb5-R-7
4239.02061 412.699 324.49427688 B6641-gb5-R-7
4239.02775 174.756 383.125076048 B6642-gb5-R-7
4239.03489 525.896 276.261751689 B6643-gb5-R-7
4239.04203 209.384 414.37816815 B6644-gb5-R-7
4239.04916 79.539 252.004164624 B6645-gb5-R-7
4239.14251 268.526 312.0206744 B6648-gb5-R-7
4239.14965 68.4662 361.54506024 B6649-gb5-R-7
4239.15679 552.091 455.099274954 B6650-gb5-R-7
4239.16394 -132.065 458.418228072 B6651-gb5-R-7
4239.17107 44.298 228.61637001 B6652-gb5-R-7
4239.17829 115.788 533.117897137 B6653-gb5-R-7
4239.19258 197.65 468.196279848 B6655-gb5-R-7
4239.19971 121.049 436.4670576 B6656-gb5-R-7
4239.20685 -126.086 384.857194235 B6657-gb5-R-7
4239.21402 737.986 552.7768314 B6658-gb5-R-7
4239.22116 139.796 360.394398117 B6659-gb5-R-7
4239.2283 128.733 496.41663943 B6660-gb5-R-7
4239.23544 324.865 374.82655122 B6661-gb5-R-7
4239.24258 -416.947 444.896056521 B6662-gb5-R-7
4239.24973 -63.6978 382.432667992 B6663-gb5-R-7
4239.25688 -310.01 351.863936046 B6664-gb5-R-7
4239.26402 225.682 478.98073608 B6665-gb5-R-7
4239.27115 402.725 413.896064235 B6666-gb5-R-7
4239.27829 -397.394 441.163324008 B6667-gb5-R-7
4239.93266 -416.694 593.577399045 B6677-gb5-R-7
4240.0201 625.741 580.95940509 B6686-gb5-R-7
4240.02723 -140.442 592.6797775 B6687-gb5-R-7
4240.03437 1303.59 577.8554804 B6688-gb5-R-7
4240.05189 456.442 571.037096 B6691-gb5-R-7
4242.10672 -977.496 547.6622004 B6718-gb5-R-7
4242.11385 1606.3 575.0690604 B6719-gb5-R-7
4242.1282 -196.77 496.356342 B6721-gb5-R-7
4242.13535 -427.907 543.7563888 B6722-gb5-R-7
4242.14376 -316.368 571.53807948 B6723-gb5-R-7
4242.1509 1397.15 537.3768 B6724-gb5-R-7
4242.15818 40.7703 509.1017631 B6725-gb5-R-7
4242.16788 403.351 523.26515745 B6726-gb5-R-7
4242.17502 -45.1625 495.238002252 B6727-gb5-R-7
4242.18217 191.717 521.80870467 B6728-gb5-R-7
4242.18931 814.004 472.23305704 B6729-gb5-R-7
